No;Kode Wilayah;Kabupaten_Kota;Provinsi;Tahun;Penduduk_Miskin (%);Konsumsi_Protein (Gram);Konsumsi_Energi (Gram);Konsumsi_Lemak (Gram);Konsumsi_Sayur_dan_Buah (Gram);Skor Konsumsi Gizi
1068;1217;Kabupaten Samosir;Sumatera Utara;2023;11.66;71;2308;10.48;104.32;134.72
1069;1218;Kabupaten Serdang Bedagai;Sumatera Utara;2023;7.44;62.4;2113;11.68;82.48;113.13
1070;1219;Kabupaten Batu Bara;Sumatera Utara;2023;11.38;56;1927;11.62;70.47;99.54
1071;1220;Kabupaten Padang Lawas Utara;Sumatera Utara;2023;8.79;64.8;2297;8.9;82.95;115.28
1072;1221;Kabupaten Padang Lawas;Sumatera Utara;2023;7.89;60.2;2141;8.4;80.83;110.12
1073;1222;Kabupaten Labuhan Batu Selatan;Sumatera Utara;2023;8.06;60.7;2047;10.8;76.95;107.22
1074;1223;Kabupaten Labuhan Batu Utara;Sumatera Utara;2023;9.08;60.2;2058;10.52;76.08;106.38
1075;1224;Kabupaten Nias Utara;Sumatera Utara;2023;21.79;59.1;2156;6.51;58.4;91.92
1076;1225;Kabupaten Nias Barat;Sumatera Utara;2023;22.81;55.4;2049;6.63;59.27;90.13
1077;1273;Kota Sibolga;Sumatera Utara;2023;11.42;61.4;1879;9.52;63.24;94.69
1078;1274;Kota Tanjung Balai;Sumatera Utara;2023;12.21;67.5;2139;9.91;80.71;113.27
1079;1272;Kota Pematang Siantar;Sumatera Utara;2023;7.24;69.8;2149;11.5;100.98;130.41
1080;1276;Kota Tebing Tinggi;Sumatera Utara;2023;9.49;72.7;2149;11.83;84.31;118.78
1081;1271;Kota Medan;Sumatera Utara;2023;8;66.3;2093;12.2;97.99;126.48
1082;1275;Kota Binjai;Sumatera Utara;2023;4.79;59.2;1909;11.66;84.17;111.09
1083;1277;Kota Padang Sidimpuan;Sumatera Utara;2023;6.85;65.1;2086;12.33;83.99;115.24
1084;1278;Kota Gunungsitoli;Sumatera Utara;2023;14.78;51.4;1756;7.11;53.41;81.24
1085;1309;Kabupaten Kepulauan Mentawai;Sumatera Barat;2023;13.72;53.5;2171;11.3;72.06;102.28
1086;1301;Kabupaten Pesisir Selatan;Sumatera Barat;2023;7.34;57.5;2115;12.22;78.55;108.51
1087;1302;Kabupaten Solok;Sumatera Barat;2023;7.13;63;2357;13.68;86.7;119.9
1088;1303;Kabupaten Sijunjung;Sumatera Barat;2023;5.88;57.7;2164;12.31;84.22;113.49
1089;1304;Kabupaten Tanah Datar;Sumatera Barat;2023;4.16;57.1;2082;12.21;72.99;103.73
1090;1305;Kabupaten Padang Pariaman;Sumatera Barat;2023;6.34;54.4;1911;10.46;69.99;97.98
1091;1306;Kabupaten Agam;Sumatera Barat;2023;6.6;59.7;2075;12.15;73.26;104.81
1092;1307;Kabupaten Limapuluh Koto;Sumatera Barat;2023;6.8;61.5;2272;11.59;78.98;111.74
1093;1308;Kabupaten Pasaman;Sumatera Barat;2023;6.8;61.4;2208;10;75.16;107.5
1094;1311;Kabupaten Solok Selatan;Sumatera Barat;2023;6.45;62.9;2325;15.39;89.98;122.69
1095;1310;Kabupaten Dharmas Raya;Sumatera Barat;2023;5.56;55.2;2009;12.17;80.2;107.79
1096;1312;Kabupaten Pasaman Barat;Sumatera Barat;2023;6.92;56.6;2071;8.53;75.95;104.35
1097;1371;Kota Padang;Sumatera Barat;2023;4.17;58.9;1940;13.2;79.22;108.06
1098;1372;Kota Solok;Sumatera Barat;2023;3.05;62;2092;11.58;93.57;121.25
1099;1373;Kota Sawah Lunto;Sumatera Barat;2023;2.27;58.6;2085;13.07;77.97;108.47
1100;1374;Kota Padang Panjang;Sumatera Barat;2023;5.24;57.2;1964;11.29;69.86;99.78
1101;1375;Kota Bukittinggi;Sumatera Barat;2023;4.11;58.3;1932;10.25;70.55;99.99
1102;1376;Kota Payakumbuh;Sumatera Barat;2023;5.44;64;2111;10.72;74.04;106.85
1103;1377;Kota Pariaman;Sumatera Barat;2023;4.2;56;1879;10.61;76.06;102.96
1104;1409;Kabupaten Kuantan Sengingi;Riau;2023;8.07;57.6;2048;15.2;78.1;108.6
1105;1402;Kabupaten Indragiri Hulu;Riau;2023;6.06;59.1;2073;13;84;113.14
1106;1404;Kabupaten Indragiri Hilir;Riau;2023;5.64;56.3;2048;13.2;65.1;97.38
1107;1405;Kabupaten Pelalawan;Riau;2023;8.15;62.5;2206;14.3;81;113.97
1108;1408;Kabupaten Siak;Riau;2023;5.23;64.5;2170;26.4;89.4;125.28
1109;1401;Kabupaten Kampar;Riau;2023;7.04;58.6;2025;12.8;83.4;111.91
1110;1406;Kabupaten Rokan Hulu;Riau;2023;9.72;61.3;2135;11.4;83.8;113.86
1111;1403;Kabupaten Bengkalis;Riau;2023;6.31;62.8;2120;13.3;80.5;112.42
1112;1407;Kabupaten Rokan Hilir;Riau;2023;7.07;56.2;1936;13.4;68.5;98.85
1113;1410;Kabupaten Kepulauan Meranti;Riau;2023;22.98;60.1;2085;10.9;57.6;92.55
1114;1471;Kota Pekanbaru;Riau;2023;3.16;60.5;1901;13.1;71.6;102.35
1115;1472;Kota Dumai;Riau;2023;3.21;62.3;2059;14;76.7;108.93
1116;1501;Kabupaten Kerinci;Jambi;2023;7.54;65.4;2355;16.56;107.63;137.94
1117;1502;Kabupaten Merangin;Jambi;2023;8.9;52.1;1888;12.03;79.3;104.63
1118;1503;Kabupaten Sarolangun;Jambi;2023;8.54;56.2;1978;11.75;76.87;105.12
1119;1504;Kabupaten Batang Hari;Jambi;2023;9.45;62.5;2130;12.38;86.64;116.8
1120;1505;Kabupaten Muaro Jambi;Jambi;2023;4.43;62.2;2105;12.26;94.11;122.13
1121;1507;Kabupaten Tanjung Jabung Timur;Jambi;2023;10.85;69.3;2317;13.42;100.69;132.48
1122;1506;Kabupaten Tanjung Jabung Barat;Jambi;2023;9.79;56.5;1956;11.64;72.82;101.84
1123;1509;Kabupaten Tebo;Jambi;2023;6.46;53.8;1994;12.07;85.31;111.01
1124;1508;Kabupaten Bungo;Jambi;2023;5.29;62.1;2058;12.43;85.31;114.89
1125;1571;Kota Jambi;Jambi;2023;8.24;60.6;1940;11.78;82.46;110.66
1126;1572;Kota Sungai Penuh;Jambi;2023;3;58.2;2017;15;84.38;113.25
1127;1601;Kabupaten Ogan Komering Ulu;Sumatera Selatan;2023;11.46;57.3;2065;9.57;89.29;115.19
1128;1602;Kabupaten Ogan Komering Ilir;Sumatera Selatan;2023;13.15;64.9;2291;10.9;109.64;136.53
1129;1603;Kabupaten Muara Enim;Sumatera Selatan;2023;10.93;59;2021;9.35;79.75;107.93
1130;1604;Kabupaten Lahat;Sumatera Selatan;2023;15;72.8;2514;11.24;111.41;143.29
1131;1605;Kabupaten Musi Rawas;Sumatera Selatan;2023;14.13;65.6;2206;10.62;105.08;132.28
1132;1606;Kabupaten Musi Banyuasin;Sumatera Selatan;2023;14.9;62.9;2154;10.81;90.78;119.8
1133;1607;Kabupaten Banyuasin;Sumatera Selatan;2023;9.58;72.1;2377;11.6;102.9;135.17
1134;1609;Kabupaten Ogan Komering Ulu Selatan;Sumatera Selatan;2023;10.36;59.8;2210;12.07;99.37;126.32
1135;1608;Kabupaten Ogan Komering Ulu Timur;Sumatera Selatan;2023;9.99;60.7;2043;10.05;100.82;125.26
1136;1610;Kabupaten Ogan Ilir;Sumatera Selatan;2023;13.28;59.7;2056;9.34;76.9;106.37
1137;1611;Kabupaten Empat Lawang;Sumatera Selatan;2023;11.8;66.3;2377;11.35;115.53;142.65
1138;1612;Kabupaten Penukal Abab Lematang Ilir;Sumatera Selatan;2023;10.91;59.5;2171;10.52;81.25;111.29
1139;1613;Kabupaten Musi Rawas Utara;Sumatera Selatan;2023;18.26;64.4;2221;10.88;82.3;114.57
1140;1671;Kota Palembang;Sumatera Selatan;2023;10.22;69.5;2174;9.12;91.52;122.4
1141;1674;Kota Prabumulih;Sumatera Selatan;2023;11.23;59;1954;9.2;79.49;106.97
1142;1672;Kota Pagar Alam;Sumatera Selatan;2023;8.88;62.5;2075;10;88.33;116.64
1143;1673;Kota Lubuklinggau;Sumatera Selatan;2023;12.65;70.4;2157;9.16;91.93;122.89
1144;1701;Kabupaten Bengkulu Selatan;Bengkulu;2023;17.51;86.1;3015;7.58;80.4;128.28
1145;1702;Kabupaten Rejang Lebong;Bengkulu;2023;14.79;61.8;2144;11.83;105.5;130.99
1146;1703;Kabupaten Bengkulu Utara;Bengkulu;2023;11.29;58.7;2033;10.44;93.2;118.7
1147;1704;Kabupaten Kaur;Bengkulu;2023;17.83;61;2194;8.89;82.4;112.36
1148;1705;Kabupaten Seluma;Bengkulu;2023;18;58.4;2088;9.93;92.6;118.52
1149;1706;Kabupaten Mukomuko;Bengkulu;2023;10.76;58.5;2003;11.38;92.7;118.27
1150;1707;Kabupaten Lebong;Bengkulu;2023;11.15;63.7;2327;13.45;99.5;129.61
1151;1708;Kabupaten Kepahiang;Bengkulu;2023;14.12;59.8;2137;13.34;113.1;136.58
1152;1709;Kabupaten Bengkulu Tengah;Bengkulu;2023;9.4;62.5;2101;11.15;93.8;121.55
1153;1771;Kota Bengkulu;Bengkulu;2023;14.71;59;1860;11.56;82.5;109.17
1154;1804;Kabupaten Lampung Barat;Lampung;2023;11.17;63.8;2259;11.7;98.19;127.27
1155;1806;Kabupaten Tanggamus;Lampung;2023;10.52;63.6;2249;11.24;110.89;136.69
1156;1801;Kabupaten Lampung Selatan;Lampung;2023;12.79;60.3;2078;12.01;95.35;122
1157;1807;Kabupaten Lampung Timur;Lampung;2023;13.8;58.5;2065;11.13;106.9;129.76
1158;1802;Kabupaten Lampung Tengah;Lampung;2023;10.65;56.7;2073;12.31;112.94;134.26
1159;1803;Kabupaten Lampung Utara;Lampung;2023;17.17;55;1837;11.38;91.84;114.57
1160;1808;Kabupaten Way Kanan;Lampung;2023;11.02;62;2216;11.23;129.94;150.4
1161;1805;Kabupaten Tulang Bawang;Lampung;2023;8.04;56;1952;10.64;92.86;116.66
1162;1809;Kabupaten Pesawaran;Lampung;2023;12.89;63.6;2256;11.81;125.2;147.98
1163;1810;Kabupaten Pringsewu;Lampung;2023;9.14;58.9;2140;14.52;112.14;135.98
1164;1811;Kabupaten Mesuji;Lampung;2023;6.73;58.8;2073;11.4;96.6;122.13
1165;1812;Kabupaten Tulang Bawang Barat;Lampung;2023;7.25;52.2;1882;10.68;84.42;108.04
1166;1813;Kabupaten Pesisir Barat;Lampung;2023;13.49;56.7;2073;10.36;93.55;118.62
1167;1871;Kota Bandar Lampung;Lampung;2023;7.77;61.3;1975;11.47;83.3;111.82
1168;1872;Kota Metro;Lampung;2023;7.28;55;1837;9.26;93.13;114.78
1169;1901;Kabupaten Bangka;Kep. Bangka Belitung;2023;4.32;68.8;2028;8;92.6;121.02
1170;1902;Kabupaten Belitung;Kep. Bangka Belitung;2023;6.46;65.6;2028;7.1;64.6;97.97
1171;1905;Kabupaten Bangka Barat;Kep. Bangka Belitung;2023;2.71;62.3;1943;8.4;81.3;109.18
1172;1904;Kabupaten Bangka Tengah;Kep. Bangka Belitung;2023;5.29;65.5;2140;9.1;82.7;113.77
1173;1903;Kabupaten Bangka Selatan;Kep. Bangka Belitung;2023;3.11;65.1;2158;10;66.8;101.92
1174;1906;Kabupaten Belitung Timur;Kep. Bangka Belitung;2023;6.73;67.6;2155;11.4;54.9;94.17
1175;1971;Kota Pangkal Pinang;Kep. Bangka Belitung;2023;4.27;68.8;2019;9.1;88.3;118.03
1176;2102;Kabupaten Karimun;Kep. Riau;2023;5.95;62.9;1987;12.25;78.57;109.19
1177;2101;Kabupaten Bintan;Kep. Riau;2023;5.9;63.5;2049;12.86;67;101.39
1178;2103;Kabupaten Natuna;Kep. Riau;2023;5.25;66.8;2132;12.14;62.54;99.79
1179;2104;Kabupaten Lingga;Kep. Riau;2023;11.26;58.2;1971;12.46;51.12;86.24
1180;2105;Kabupaten Kepulauan Anambas;Kep. Riau;2023;6.95;58;1996;15.93;48.29;85.54
1181;2171;Kota Batam;Kep. Riau;2023;5.02;67.5;2048;12.33;86.28;117.49
1182;2172;Kota Tanjung Pinang;Kep. Riau;2023;7.95;70;2121;12.49;79.13;113.75
1183;3101;Kabupaten Kepulauan Seribu;DKI Jakarta;2023;13.13;61.7;2073;14.43;67.67;102.07
1184;3174;Kota Jakarta Selatan;DKI Jakarta;2023;3.1;70.2;2162;11.82;88.86;121.49
1185;3175;Kota Jakarta Timur;DKI Jakarta;2023;4.2;70.4;2187;11.9;92.54;124.69
1186;3171;Kota Jakarta Pusat;DKI Jakarta;2023;4.68;69.1;2101;9.22;78.34;111.38
1187;3173;Kota Jakarta Barat;DKI Jakarta;2023;4.09;66.6;1975;6.78;81.81;110.9
1188;3172;Kota Jakarta Utara;DKI Jakarta;2023;6.78;78.3;2398;11.31;96.27;132.48
1189;3201;Kabupaten Bogor;Jawa Barat;2023;7.27;93.4;1962;10.33;69.77;112.74
1190;3202;Kabupaten Sukabumi;Jawa Barat;2023;7.01;70;2370;10.04;102.2;133.21
1191;3203;Kabupaten Cianjur;Jawa Barat;2023;10.22;64.1;2228;9.44;77.73;110.48
1192;3204;Kabupaten Bandung;Jawa Barat;2023;6.4;55.7;1957;10.67;71.39;100.1
1193;3205;Kabupaten Garut;Jawa Barat;2023;9.77;59.8;2130;10.06;83.61;112.61
1194;3206;Kabupaten Tasikmalaya;Jawa Barat;2023;10.28;60.6;2047;9.09;69.97;101.18
1195;3207;Kabupaten Ciamis;Jawa Barat;2023;7.42;67;2258;9.29;94.24;124.52
1196;3208;Kabupaten Kuningan;Jawa Barat;2023;12.12;59.4;2052;9.33;92.06;117.87
1197;3209;Kabupaten Cirebon;Jawa Barat;2023;11.2;62.5;1980;8.46;85.39;112.81
1198;3210;Kabupaten Majalengka;Jawa Barat;2023;11.21;62.9;2162;8.46;87.75;116.69
1199;3211;Kabupaten Sumedang;Jawa Barat;2023;9.36;65.1;2243;9.74;89.83;120.43
1200;3212;Kabupaten Indramayu;Jawa Barat;2023;12.13;78;2430;10.25;119.72;150.36
1201;3213;Kabupaten Subang;Jawa Barat;2023;9.52;66.9;2172;8.99;93.25;122.7
1202;3214;Kabupaten Purwakarta;Jawa Barat;2023;8.46;66.5;2222;8.41;98.35;126.79
1203;3215;Kabupaten Karawang;Jawa Barat;2023;7.87;67.9;2189;8.41;86.92;118.17
1204;3216;Kabupaten Bekasi;Jawa Barat;2023;4.93;61.9;2033;10.59;79;109.02
1205;3217;Kabupaten Bandung Barat;Jawa Barat;2023;10.52;59.8;2061;10.66;85.7;113.71
1206;3218;Kabupaten Pangandaran;Jawa Barat;2023;8.98;68.5;2282;9.32;103.74;132.64
1207;3271;Kota Bogor;Jawa Barat;2023;6.67;63.4;2068;10.66;74.87;106.79
1208;3272;Kota Sukabumi;Jawa Barat;2023;7.5;63.2;2104;10.7;72.58;105.35
1209;3273;Kota Bandung;Jawa Barat;2023;3.96;62.7;2019;10.96;79.81;109.93
1210;3274;Kota Cirebon;Jawa Barat;2023;9.16;62.3;1980;8.46;85.39;112.73
1211;3275;Kota Bekasi;Jawa Barat;2023;4.1;97.9;2055;10.68;87.89;129.45
1212;3276;Kota Depok;Jawa Barat;2023;2.38;63.5;2007;11.01;80.79;110.87
1213;3277;Kota Cimahi;Jawa Barat;2023;4.66;60.6;1993;10.72;73.81;104.17
1214;3278;Kota Tasikmalaya;Jawa Barat;2023;11.53;73.2;2416;8.4;93.55;127.62
1215;3279;Kota Banjar;Jawa Barat;2023;6.14;72.9;2477;10.01;120.13;149.19
1216;3301;Kabupaten Cilacap;Jawa Tengah;2023;10.99;57.4;2062;12.1;93.21;119.15
1217;3302;Kabupaten Banyumas;Jawa Tengah;2023;12.53;58.4;2048;11.45;36.04;75.15
1218;3303;Kabupaten  Purbalingga;Jawa Tengah;2023;14.99;54;1948;11.22;92.6;115.89
1219;3304;Kabupaten Banjarnegara;Jawa Tengah;2023;14.9;61;2073;11.2;104.33;128.82
1220;3305;Kabupaten Kebumen;Jawa Tengah;2023;16.34;57.9;2027;11.25;95.41;120.34
1221;3306;Kabupaten Purworejo;Jawa Tengah;2023;11.33;55.7;1866;8.96;98.1;119.05
1222;3307;Kabupaten Wonosobo;Jawa Tengah;2023;15.58;65.7;2176;10.8;104.36;131.52
1223;3308;Kabupaten Magelang;Jawa Tengah;2023;10.96;55;1938;9.52;91.39;114.6
1224;3309;Kabupaten Boyolali;Jawa Tengah;2023;9.81;53.6;1886;10;92.29;114.4
1225;3310;Kabupaten Klaten;Jawa Tengah;2023;12.28;52.9;1831;8.89;84.33;107.03
1226;3311;Kabupaten Sukoharjo;Jawa Tengah;2023;7.58;54.2;1837;9.81;87.99;110.73
1227;3312;Kabupaten Wonogiri;Jawa Tengah;2023;10.94;58.9;2081;11.73;94.81;121
1228;3313;Kabupaten Karanganyar;Jawa Tengah;2023;9.79;52.5;1873;10.41;95.14;116.2
1229;3314;Kabupaten Sragen;Jawa Tengah;2023;12.87;60.7;2108;11.03;110.63;133.86
1230;3315;Kabupaten Grobogan;Jawa Tengah;2023;11.72;60;2161;11.7;110.76;134.5
1231;3316;Kabupaten Blora;Jawa Tengah;2023;11.49;61;2091;9.11;93.46;119.87
1232;3317;Kabupaten Rembang;Jawa Tengah;2023;14.17;67.2;2194;10.09;92.77;123.08
1233;3318;Kabupaten Pati;Jawa Tengah;2023;9.31;66.5;2139;10.6;102.24;129.72
1234;3319;Kabupaten Kudus;Jawa Tengah;2023;7.24;60.4;1900;8.64;83.95;110.15
1235;3320;Kabupaten Jepara;Jawa Tengah;2023;6.61;59.2;1955;8.9;82.68;109.4
1236;3321;Kabupaten Demak;Jawa Tengah;2023;12.01;60.8;2034;10.05;97.71;122.81
1237;3322;Kabupaten Semarang;Jawa Tengah;2023;7.17;56.7;1987;11.74;104.9;126.96
1238;3323;Kabupaten Temanggung;Jawa Tengah;2023;9.26;53.8;1981;9.24;93.11;115.82
1239;3324;Kabupaten Kendal;Jawa Tengah;2023;9.39;60.9;2072;10.05;94.83;121.03
1240;3325;Kabupaten Batang ;Jawa Tengah;2023;8.92;66.3;2072;9.3;94.75;122.7
1241;3326;Kabupaten Pekalongan;Jawa Tengah;2023;9.67;67.1;2219;8.98;95.69;125.14
1242;3327;Kabupaten Pemalang;Jawa Tengah;2023;15.03;68.6;2263;8.86;102.32;131.22
1243;3328;Kabupaten Tegal;Jawa Tengah;2023;7.3;59.5;2030;0.27;77.33;102.99
1244;3329;Kabupaten Brebes;Jawa Tengah;2023;15.78;66.6;2215;8.95;91.1;121.37
1245;3371;Kota Magelang;Jawa Tengah;2023;6.11;52.1;1705;8.46;87.13;107.4
1246;3372;Kota Surakarta;Jawa Tengah;2023;8.44;57.9;1901;8.41;88.49;112.64
1247;3373;Kota Salatiga;Jawa Tengah;2023;4.66;60.7;1894;10.27;92.51;117.38
1248;3374;Kota Semarang;Jawa Tengah;2023;4.23;55.5;1769;9.75;83.34;106.9
1249;3375;Kota Pekalongan;Jawa Tengah;2023;6.81;70;2071;6.73;67.03;101.78
1250;3376;Kota Tegal;Jawa Tengah;2023;7.68;67.6;2146;8.33;81.03;113.04
1251;3401;Kabupaten Kulon Progo;DI Yogyakarta;2023;15.64;54.5;1921;10.2;92.8;115.57
1252;3402;Kabupaten Bantul;DI Yogyakarta;2023;11.96;62.6;2043;10.5;97.6;123.66
1253;3403;Kabupaten Gunung Kidul;DI Yogyakarta;2023;15.6;59.7;2092;8.6;96.6;121.63
1254;3404;Kabupaten Sleman;DI Yogyakarta;2023;7.52;69.6;2132;9.1;105.1;132.44
1255;3471;Kota Yogyakarta;DI Yogyakarta;2023;6.49;66.2;1914;1.2;80.3;106.88
1256;3501;Kabupaten Pacitan;Jawa Timur;2023;13.65;58.6;2134;10.3;103.2;127.37
1257;3502;Kabupaten Ponorogo;Jawa Timur;2023;9.53;57;1998;8.7;110.1;130.06
1258;3503;Kabupaten Trenggalek;Jawa Timur;2023;10.63;58;2045;8.6;97.6;121.27
1259;3504;Kabupaten Tulungagung;Jawa Timur;2023;6.53;58.4;1954;8.4;106.4;127.16
1260;3505;Kabupaten Blitar;Jawa Timur;2023;8.69;53.3;1942;10;107.4;126.5
1261;3506;Kabupaten Kediri;Jawa Timur;2023;10.72;60.9;2118;10.7;113.7;136.27
1262;3507;Kabupaten Malang;Jawa Timur;2023;9.45;55.4;1967;9.6;99.8;121.55
1263;3508;Kabupaten Lumajang;Jawa Timur;2023;8.93;69.8;2365;10.8;130.3;154.98
1264;3509;Kabupaten Jember;Jawa Timur;2023;9.51;62.1;2136;10.6;102.4;128.18
1265;3510;Kabupaten Banyuwangi;Jawa Timur;2023;7.34;62.1;2156;11;109.7;134.15
1266;3511;Kabupaten Bondowoso;Jawa Timur;2023;13.34;60.4;2046;10;90.2;117
1267;3512;Kabupaten Situbondo;Jawa Timur;2023;11.9;62;2139;10.6;85.9;115.48
1268;3513;Kabupaten Probolinggo;Jawa Timur;2023;17.19;57.4;2027;9.8;68.8;99.15
1269;3514;Kabupaten Pasuruan;Jawa Timur;2023;9.24;63;2132;9.5;80.3;111.06
1270;3515;Kabupaten Sidoarjo;Jawa Timur;2023;5;56.9;1907;10.8;84.5;110.15
1271;3516;Kabupaten Mojokerto;Jawa Timur;2023;9.8;61.9;2122;11.6;93.7;121.64
1272;3517;Kabupaten Jombang;Jawa Timur;2023;9.15;58.6;2010;11;82.8;110.63
1273;3518;Kabupaten Nganjuk;Jawa Timur;2023;10.89;60.6;2126;11.5;107.3;131.62
1274;3519;Kabupaten Madiun;Jawa Timur;2023;11.04;59.1;2070;11.2;106.9;130.06
1275;3520;Kabupaten Magetan;Jawa Timur;2023;9.8;55.3;2012;10.2;100.9;123.05
1276;3521;Kabupaten Ngawi;Jawa Timur;2023;14.4;57.8;2057;9.9;109;130.57
1277;3522;Kabupaten Bojonegoro;Jawa Timur;2023;12.18;58.7;2160;11.4;96;122.55
1278;3523;Kabupaten Tuban;Jawa Timur;2023;14.91;63.2;2165;10.4;95.1;123.2
1279;3524;Kabupaten Lamongan;Jawa Timur;2023;12.42;68.3;2237;10.8;92.2;123.77
1280;3525;Kabupaten Gresik;Jawa Timur;2023;10.96;62;1974;10.2;85;112.9
1281;3526;Kabupaten Bangkalan;Jawa Timur;2023;19.35;57.3;1964;9.2;62.6;93.46
1282;3527;Kabupaten Sampang;Jawa Timur;2023;21.76;60;1971;8;55.2;88.39
1283;3528;Kabupaten Pamekasan;Jawa Timur;2023;13.85;53.7;1896;8.4;63.3;91.65
1284;3529;Kabupaten Sumenep;Jawa Timur;2023;18.7;89.9;2832;12;103;146.78
1285;3571;Kota Kediri;Jawa Timur;2023;7.15;58.8;1984;9.3;98.4;121.8
1286;3572;Kota Blitar;Jawa Timur;2023;7.3;54.5;1876;9.2;62.8;91.65
1287;3573;Kota Malang;Jawa Timur;2023;4.26;54.5;1826;11;81.7;106.33
1288;3574;Kota Probolinggo;Jawa Timur;2023;6.48;55.8;1855;9.4;62.9;92.06
1289;3575;Kota Pasuruan;Jawa Timur;2023;6.6;64.6;2049;9.6;82.6;112.59
1290;3576;Kota Mojokerto;Jawa Timur;2023;5.77;58.2;1896;10.1;76.4;104.02
1291;3577;Kota Madiun;Jawa Timur;2023;4.74;63;2043;10.6;102.9;127.92
1292;3578;Kota Surabaya;Jawa Timur;2023;4.65;62.8;1990;12.2;94.8;121.65
1293;3579;Kota Batu;Jawa Timur;2023;3.31;56.5;1905;11.1;94.6;117.86
1294;3601;Kabupaten Pandeglang;Banten;2023;9.27;62;2239;11.05;78.66;111.13
1295;3602;Kabupaten Lebak;Banten;2023;8.68;69.5;2479;10.94;91.52;126.29
1296;3603;Kabupaten Tangerang;Banten;2023;6.93;65;2130;12.96;86.48;117.82
1297;3604;Kabupaten Serang;Banten;2023;4.85;65;2206;10.94;92.64;122.61
1298;3671;Kota Tangerang;Banten;2023;5.89;77.5;2368;11.1;103.33;137.23
1299;3672;Kota Cilegon;Banten;2023;3.98;60.9;2046;10.23;76.59;106.8
1300;3673;Kota Serang;Banten;2023;6.2;64.2;2163;11.85;80.16;112.6
1301;3674;Kota Tangerang Selatan;Banten;2023;2.57;63.2;2008;10.8;86.39;115
1302;5101;Kabupaten Jembrana;Bali;2023;4.96;70.4;2383;9.1;31.4;78.68
1303;5102;Kabupaten Tabanan;Bali;2023;4.7;65.4;2274;10.37;99.9;128.85
1304;5103;Kabupaten Badung;Bali;2023;2.3;69;2233;7.99;90.7;121.79
1305;5104;Kabupaten Gianyar;Bali;2023;4.47;64.9;2330;9.35;92.18;122.93
1306;5105;Kabupaten Klungkung;Bali;2023;5.61;69;2485;12.07;120.87;149.16
1307;5106;Kabupaten Bangli;Bali;2023;5.28;66;2402;10.92;113.46;141.05
1308;5107;Kabupaten Karangasem;Bali;2023;6.56;57.5;2134;9.29;69.76;100.86
1309;5108;Kabupaten Buleleng;Bali;2023;5.85;63.5;2294;10.17;92.34;122.46
1310;5171;Kota Denpasar;Bali;2023;2.68;67.5;2177;9.59;86.41;117.94
1311;5201;Kabupaten Lombok Barat;Nusa Tenggara Barat;2023;13.67;74.2;2495;9.12;112.88;143.95
1312;5202;Kabupaten Lombok Tengah;Nusa Tenggara Barat;2023;12.93;75.7;2471;9.15;127.8;155.74
1313;5203;Kabupaten Lombok Timur;Nusa Tenggara Barat;2023;15.63;87.9;2884;10.73;143.15;177
1314;5204;Kabupaten Sumbawa;Nusa Tenggara Barat;2023;13.91;67.3;2215;8.55;83.29;115.48
1315;5205;Kabupaten Dompu;Nusa Tenggara Barat;2023;12.62;68.8;2183;6.63;99.8;127.69
1316;5206;Kabupaten Bima;Nusa Tenggara Barat;2023;14.39;94.5;2131;5.45;70.64;113.79
1317;5207;Kabupaten Sumbawa Barat;Nusa Tenggara Barat;2023;12.95;78.2;2358;7.97;89;125.2
1318;5208;Kabupaten Lombok Utara;Nusa Tenggara Barat;2023;25.8;77.6;2597;10.81;140.84;168.42
1319;5271;Kota Mataram;Nusa Tenggara Barat;2023;8.62;79.9;2476;9.33;100.97;136.78
1320;5272;Kota Bima;Nusa Tenggara Barat;2023;8.67;58.9;1965;7.01;73.09;101.32
1321;5312;Kabupaten Sumba Barat;Nusa Tenggara Timur;2023;27.17;53.8;1924;5.15;88.91;110.48
1322;5311;Kabupaten Sumba Timur;Nusa Tenggara Timur;2023;28.08;55.1;1974;5.67;66.08;94.12
1323;5301;Kabupaten Kupang;Nusa Tenggara Timur;2023;21.78;52;1866;7.13;75.12;99.33
1324;5302;Kabupaten Timor Tengah Selatan;Nusa Tenggara Timur;2023;25.18;52.1;1863;6.45;95.3;114.6
1325;5303;Kabupaten Timor Tengah Utara;Nusa Tenggara Timur;2023;21.85;54.2;1945;6.93;86.36;109.55
1326;5304;Kabupaten Belu;Nusa Tenggara Timur;2023;14.3;53.4;1910;7.28;95.3;115.89
1327;5305;Kabupaten Alor;Nusa Tenggara Timur;2023;19.97;54.9;1791;6.71;106.04;123.24
1328;5313;Kabupaten Lembata;Nusa Tenggara Timur;2023;24.78;54.3;1891;6.84;102.14;121.12
1329;5306;Kabupaten Flores Timur;Nusa Tenggara Timur;2023;11.77;59.7;2116;8.55;80.18;109.23
1330;5307;Kabupaten Sikka;Nusa Tenggara Timur;2023;12.56;48.3;1753;5.23;78.5;98.66
1331;5308;Kabupaten Ende;Nusa Tenggara Timur;2023;22.86;58.5;2212;7.43;97.86;122.98
1332;5309;Kabupaten Ngada;Nusa Tenggara Timur;2023;12.06;59;2015;8.26;88.6;114.28
1333;5310;Kabupaten Manggarai;Nusa Tenggara Timur;2023;19.69;61.8;2172;7.45;80.86;110.71
